Vessel name,Bandeira,Total embarked,Total disembarked,Percent men,Percent women,Mortality rate,Middle passage,Captain's name
Lark,Great Britain,230,197,,,,,"Stephens, John"
Friendship,Great Britain,41,32,,,,,"Beardwell, Richard"
Minerva,Great Britain,187,160,,,,,"Colquhoun, William"
Race Horse,Great Britain,230,,,,,,"Canfield, Wm<br/> Engledue"
Success,Great Britain,324,287,,,,,"Engledue, John"
Saint Paul,Great Britain,230,197,,,,64,"James, Tubley"
Robert (a) Robert and Kate,Great Britain,352,287,,,,,"McDonagh, Pat<br/> Paterson, David"
Black Joke,Great Britain,230,197,,,,,"Barton, John"
Cockburn,Great Britain,352,287,,,,,"Newsom, William"
Betsey and Hennie,Great Britain,30,26,,,,,"Rankeiller, Jno"
Speedwell,Great Britain,40,36,,,,,"Harrison, David<br/> Arthur"
Prince Edward,Great Britain,230,197,,,,,"Adams, David<br/> Bostock"
Friendship,Great Britain,54,48,,,,,"Beardwell, Richard"
Prince George,Great Britain,278,227,,,,,"Bostock, Peter"
Pelham,Great Britain,83,65,,,,,"Taylor, James"
Tortola,Great Britain,230,197,,,,,"Greenhill, Patrick"
Saint Paul,Great Britain,230,197,,,,,"Whitson, William"
Finder,Great Britain,20,16,,,,,"Pool, Thomas"
Enterprize,Great Britain,80,62,,,,,"Collins, William"
Race Horse,Great Britain,352,288,,,,,"Barwell, Paul"
Robert and Charles,Great Britain,352,288,,,,,"Conry, Patrick"
Two Brothers,Great Britain,417,340,,,,,"Chaffers, Thos"
Betsey and Hennie,Great Britain,230,197,,,,,"Rankeiller, Jos"
Black Joke,Great Britain,230,197,,,,,"Stubbs, Robert"
Friendship,Great Britain,171,151,,,,,"Moncriefe, David"
Unity,Great Britain,352,288,,,,,"Sargent, Step"
Black Prince,Great Britain,200,163,,,,60,"Bostock, Peter<br/> Steine, Francis"
Scipio,Great Britain,409,334,,,,,"Cappes, John"
Royal George,Great Britain,352,288,,,,,"Pickett, John"
Enterprize,Great Britain,352,288,,,,,"Forrest, Rob"
Betsey,Great Britain,230,197,,,,,"Taylor, James"
Peggy,Great Britain,368,300,,,,,"Whitson, William"
York,Great Britain,171,151,,,,,"Donaldson, Robt"
Saint John,Great Britain,120,98,,,,,"Thwaits, Francis"
George,Great Britain,16,14,,,,,"Smith, William"
Betsey,Great Britain,269,230,,,,,"Cogill, Wm"
Good Success,Great Britain,700,571,,,,,"Pickett, John"
Flora,Great Britain,428,350,,,,,"Taylor, James"
Juliana,Great Britain,230,197,,,,,"Frazer, Alexander"
Amity,Great Britain,171,151,,,,,"Sterling, David"
Othello,Great Britain,337,288,,,,,"Cappes, John<br/> Cummings, James"
Princess of Brunswick (a) Prince of Brunswick,Great Britain,12,10,,,,17,"Wise, William"
King Solomon,Great Britain,352,288,,,,,"Watson, John"
Rebecca,Great Britain,150,128,,,,,"Ross, John"
Granville,Great Britain,230,197,,,,,"Trenvell, Jno<br/> Jones, John"
Elizabeth,Great Britain,70,57,,,,,"Morris, Apollo"
Nancy,Great Britain,364,297,,,,,"Bainbridge, Samuel"
Weazle,Great Britain,230,197,,,,,"Love, Jas"
Kepple,Great Britain,64,52,,,,,"Johnson, Wm<br/> Kerr, Walter"
Bance Island,Great Britain,413,337,,,,,"Stephens, John"
Woodford,Great Britain,352,288,,,,,"Hall, Jno"
Union,Great Britain,,,,,,,"Dobson, Jno"
Prince Ferdinand,Great Britain,171,151,,,,,"Campbell, Tho"
Betty and Peggy,Great Britain,230,197,,,,,"Kenny, William"
Favorite,Great Britain,352,288,,,,,"Monypenny, James"
Hawke,Great Britain,387,316,,,,,"Fraser, Alexander<br/> Ritchie"
Fanny,Great Britain,,,,,,,"McLean, Daniel"
Ross,Great Britain,148,131,,,,,"Tear, John<br/> Ross, John"
Champ,Great Britain,102,92,,,,,"Jackson, Joseph<br/> Thompson, Henry"
Othello,Great Britain,330,268,,,0.19,,"Cappes, John"
Phoenix,Great Britain,432,353,,,,,"Cummings, James"
Ruby Ann,Great Britain,210,171,,,,,"Pool, Thomas<br/> Ross, John"
Nancy,Great Britain,352,287,,,,,"Bainbridge, Samuel"
Hawke,Great Britain,112,93,,,,,"Watson, John"
Grenville,Great Britain,230,197,,,,,"Jones, John"
Indian Queen,Great Britain,352,288,,,,,"Ross, John"
Bance Island,Great Britain,117,100,,,,,"Sterling, David<br/> Hay, James"
Juno,Great Britain,171,151,,,,,"McDermot, Hector"
Fox,Great Britain,160,170,,,,187,"Richardson, Francis<br/> Easton, Richard<br/> Brown, George"
Africa,Great Britain,221,180,,,,,"Robinson, Thos<br/> Moth, Hugh"
Regis,Great Britain,242,207,,,,,"Smith, Jeremiah"
New Phoenix,Great Britain,400,370,,,0.07,127,"Cummings, James"
Africa,Great Britain,417,340,,,,,"Cowie, Robert"
Dispatch,Great Britain,200,171,,,,,"McLeod, Duncan"
Sally,Great Britain,171,151,,,,,"Sloass, James"
Otter,Great Britain,525,428,,,,,"Linecar, Samuel"
Earl of Guilford,Great Britain,243,198,,,,,"Martin, Robert"
Glasgow,Great Britain,114,93,,,,,"Smith, George"
Oswego,Great Britain,304,260,,,,,"Cumming, Henry"
King of Bonny,Great Britain,421,360,,,,,"Cowley, Stretch"
Ruby,Great Britain,294,240,,,,,"Pool, Thomas"
Britannia,Great Britain,184,150,,,,,"Knill, John<br/> Deane, Stephen"
Magpie,Great Britain,105,93,,,,,"Robinson, Thos"
Halifax,Great Britain,,,,,,,"Lash, Joseph"
Endeavour,Great Britain,,,,,,,"Duley, Benjamin"
Tryton,Great Britain,204,176,,,,,
Industrious Friends,Great Britain,147,130,,,,,"Todd, Walter"
Annamaboe,Great Britain,,,,,,,Gregory
Oswego,Great Britain,276,209,,,,,"Grant, David"
Essex,Great Britain,206,168,,,,,"Collier, John"
Penge,Great Britain,160,142,,,,,"Taylor, James"
Hannah,Great Britain,230,197,,,,,"Brewer, Richard"
Dispatch,Great Britain,257,220,,,,,"Taylor, Walter"
Peggy,Great Britain,98,80,,,,,"McAdam, James"
Tryal,Great Britain,245,200,,,,,"Wilkinson, Matthew"
Annamaboe,Great Britain,493,402,,,,,"Gregory, Edward"
Friends,Great Britain,10,8,,,,,"Cowling, John"
Peacock,Great Britain,70,60,,,,,"Erskine, Thomas<br/> Berry, Joseph (a) Bury, James<br/> Henderson, Charles"
Black Prince,Great Britain,59,53,,,0.1,39,"Watson, John<br/> Ledger, James"
Union,Great Britain,193,165,,,,,"Cowie, Robert"
Success,Great Britain,80,76,,,0.05,47,"Phillips, John"
Earl of Guilford,Great Britain,289,236,,,,,"Martin, Robert"
Loretta,Great Britain,376,307,,,,,"Poultney, Robert<br/> Cowie, William"
Fly,Great Britain,176,151,,,,,"James, Tublay"
Brilliant,Great Britain,294,240,,,,,"Billinge, James"
Squirrel,Great Britain,148,127,,,,,"Fisher, Thomas"
Utfield,Great Britain,125,107,,,,,"Darvill, Richard<br/> Ratchford, James"
Regis,Great Britain,331,283,,,,,"Allan, Robert<br/> Trustman, Alexr"
London,Great Britain,429,350,,,,,"Smith, Jeremiah"
Lucretia,Great Britain,64,56,0.48214,0.14286,0.13,,"Falklands, William"
Albany,Great Britain,604,493,,,,,"Smith, Robert<br/> Craddock, Richard"
Indian Queen,Great Britain,358,306,,,,,"Jarrett, John"
James Gally,Great Britain,614,525,,,,,"Bonham, Henry<br/> Picket"
Race Horse,Great Britain,42,35,,,,,"Engledue, Jno"
Ann Gally,Great Britain,259,211,,,,,"Webb, Joseph"
Francis,Great Britain,210,195,,,,,"Reilly, John"
Hope,Great Britain,214,198,,,,,"Campion, John"
Adventure,Great Britain,359,328,,,,,"Muir, John"
Philip,Great Britain,214,198,,,,,"Hoare, George"
Lord Germain,Great Britain,359,328,,,,,"Thoburn, William"
Charlotte,Great Britain,359,328,,,,,"Doughty, Robert"
Providence,Great Britain,359,328,,,,,"Pratt, John"
William,Great Britain,199,170,,,,,"Kennedy, John"
Otley Lads,Great Britain,83,65,,,,,"Beale, James"
King of Bonny,Great Britain,467,400,,,,,"Cowley, Stretch"
Distiller,Great Britain,230,,,,,,"Smith, William"
Nannette,Great Britain,149,132,,,,,"Graham, John"
Hope,Great Britain,60,47,,,,,"Dann, Robert"
Otter,Great Britain,410,375,,,0.09,,"Linecar, Samuel<br/> Bold"
Bird's Eye,Great Britain,102,92,,,,,"Brown, George"
Dispatch,Great Britain,83,65,,,,,"Lockerman, Robert"
Canterbury,Great Britain,175,143,,,,,"Bold, Arthur<br/> Linecar, Samuel"
Neptune,Great Britain,352,287,,,,,"Hingston, Justin<br/> Shanks, Joseph"
Peacock,Great Britain,230,197,,,,,"Robinson, Thomas"
Britannia,Great Britain,230,197,,,,,"Deane, Stephen"
Dispatch,Great Britain,230,197,,,,,"Duncan, John"
Britannia,Great Britain,380,374,,,0.02,,"Wilkinson, John"
Molly,Great Britain,117,100,,,,,"Read, John"
Susannah,Great Britain,110,90,,,,,"Kirkpatrick, Robert"
Nancy,Great Britain,388,244,,,0.37,,"Boyd, Robert"
Mary Ann,Great Britain,230,197,,,,,"Saunders, Thomas<br/> Downes"
Cumberland,Great Britain,352,288,,,,,"Howell, Arthur"
Loretta,Great Britain,352,287,,,,,"Campbell, Charles"
Little Betsy,Great Britain,83,65,,,,,"Robertson, Edward<br/> Farquhar, Humphrey"
Fly,Great Britain,171,151,,,,,"Smith, George"
Africa,Great Britain,310,253,,,,,"Stephens, John"
Polly,Great Britain,171,151,,,,,"Kingston, Justin"
Charming Nancy,Great Britain,,,,,,,"Williamson, Edward"
King of Prussia,Great Britain,398,325,,,,,"Cowley, Stretch"
Catherine,Great Britain,230,197,,,,,"Valens, Joseph<br/> Spyen"
Duke of Marlborough,Great Britain,352,288,,,,,"Martin, Robert"
Canterbury,Great Britain,490,260,,,0.47,,"Parke, Nonus"
Saint Augustine Packet,Great Britain,79,70,,,,,"Savery, Richard"
Granada,Great Britain,500,428,,,,,"Kendall, James"
Juno,Great Britain,171,151,,,,,"Lowthon, Patrick"
Britannia,Great Britain,199,170,,,,,"Deane, Stephen"
Endeavour,Great Britain,74,58,,,,,"Jones, John"
Thomas,Great Britain,90,80,,,,,"Bunnis, Robert<br/> Furnace<br/> Ayres, Jas"
King George,Great Britain,201,200,,,0.0,,"Wright, John"
Hannah and Martha,Great Britain,102,92,,,,,"Smith, Matthew"
Otter,Great Britain,352,287,,,,,"Smith, Jeremiah"
Elizabeth,Great Britain,352,287,,,,,"McNeil, John"
Royal Charlotte,Great Britain,455,445,,,0.02,,"Calvert, Anthony<br/> Marten"
MacLeane,Great Britain,230,197,,,,,"Falkland, William"
Mary,Great Britain,352,288,,,,,"Jones, James"
Fortune,Great Britain,121,109,,,,,"Baird, James<br/> Marr, William"
Cat's Hill,Great Britain,68,60,,,,,"Mason, Benjamin"
Providence,Great Britain,124,106,,,,,"Goad, William"
Warwick Castle,Great Britain,352,287,,,,,"McNeil, Malcolm"
Esther,Great Britain,142,129,,,0.09,,"Dann, Robert"
Bance Island,Great Britain,298,243,,,,,"Duncan, John<br/> Smith, George"
Expedition,Great Britain,130,129,0.65385,0.08462,0.01,,"Williamson, Edward"
Mary,Great Britain,171,151,,,,,"Taylor, John"
Neptune,Great Britain,350,340,,,0.03,88,"Price, Ebenezer"
Squirrel,Great Britain,133,114,,,,,"Fisher, Thomas"
King of Prussia,Great Britain,352,287,,,,,"Cowley, Stretch"
Britannia,Great Britain,175,150,,,,,"Deane, Stephen"
Mary and Samuel,Great Britain,195,167,,,,,"Bishop, Fraser"
Yampha Mara,Great Britain,457,373,,,,,"Campbell, Charles"
MacLeane,Great Britain,352,287,,,,,"Falkland, William"
Pallas,Great Britain,102,92,,,,,"Hay, John"
Africa,Great Britain,352,287,,,,,"Stephens, John<br/> Wallace, William"
Black Prince,Great Britain,171,151,,,,,"Duley, Benjamin"
Meredith,Great Britain,352,287,,,,,"Williams, Thomas"
Experiment,Great Britain,83,65,,,,,"Muir, John"
Venus,Great Britain,230,197,,,,,"Goodwin, Thomas"
Adventure,Great Britain,171,151,,,,,"Goguet, John (a) Gought"
Sabina,Great Britain,171,151,,,,,"Rouett, John<br/> Brewett"
James,Great Britain,51,40,,,,,"Barville, James"
Expedition,Great Britain,110,,,,1.0,,"Williamson, Edward"
Warwick Castle,Great Britain,500,400,,,0.2,,"McNeil, Malcolm"
Britannia,Great Britain,199,170,,,,,"Deane, Stephen"
John and Ann,Great Britain,352,287,,,,,"Moore, Henry<br/> Clark"
Lancaster,Great Britain,140,124,,,,,"Wilcox, James<br/> Jenkins, Morgan"
King of Prussia,Great Britain,352,288,,,,,"Thoburn, William<br/> Cowley"
Charles,Great Britain,237,203,,,,,"McDermot, Hector"
Polly,Great Britain,171,,,,,,"Stroud, Thomas"
Hope,Great Britain,135,120,,,,,"French, John<br/> Brickett (a) Berkit<br/> Finch, John"
Friends Goodwill,Great Britain,83,65,,,,,"Hewson, John"
Venus,Great Britain,364,312,,,,,"Goodwin, Thomas"
Polly,Great Britain,352,288,,,,,"Elliot, John"
New Britannia,Great Britain,120,90,,,0.25,,"Deane, Stephen"
William,Great Britain,352,287,,,,,"Bayley, Adam (a) Bailey"
Betsey,Great Britain,83,65,,,,,"Aird, Robert"
Britannia,Great Britain,140,120,,,,,"Jones, Benjamin"
Albany,Great Britain,450,367,,,,,"Campbell, Charles"
Peggy,Great Britain,400,326,,,,,"Mills, Hercules"
Betsey,Great Britain,352,288,,,,,"Williams, Thomas"
Providence,Great Britain,199,170,,,,,"Davies, Thomas"
Vulture,Great Britain,352,287,,,,,"Jorden, Thomas<br/> Boyd, Robert"
Hope,Great Britain,83,65,,,,,"Williamson, Edward"
Success Packet,Great Britain,134,104,,,,,"Kinghorn, John"
Warwick Castle,Great Britain,580,473,,,,,"McNeil, Malcolm"
Adventure,Great Britain,83,65,,,,,"Hamilton, Robert"
Polly,Great Britain,,,,,,,"Walsh, Hugh (a) Naish"
Diana,Great Britain,171,151,,,,,"Miller, Paul"
Richmond,Great Britain,352,287,,,,,"Rogers, James"
Industry,Great Britain,352,287,,,,,"Goguet, James"
Africa,Great Britain,352,287,,,,,"Wallace, William"
Exeter,Great Britain,171,151,,,,,"Savery, Richard"
Regis,Great Britain,230,197,,,,,"Williams, Thomas"
Grace,Great Britain,230,197,,,,,"Currie, Alexander"
Three Good Friends,Great Britain,83,65,,,,,"Nicholson, William<br/> Witherdon, Robert"
Venus,Great Britain,352,287,,,,,"Goodwin, Thomas"
Minories,Great Britain,239,195,,,,,"Hayman, William"
Hawke,Great Britain,352,287,,,,,"Fox, John"
Africa,Great Britain,83,65,,,,,"Rutherford, James"
Francis,Great Britain,171,151,,,,,"Mason, Charles<br/> Brew, John"
Nancy,Great Britain,171,151,,,,,"Sowler, Joseph"
Florida,Great Britain,230,197,,,,,"Cornwall, Thomas<br/> Saunders, Thomas"
Fly,Great Britain,161,138,,,,,"Griffiths, Eaglesfield"
Betty and Jenny,Great Britain,352,288,,,,,"Thomson, Alex"
Hope,Great Britain,230,,,,,,"Dougall, James<br/> Gricewood<br/> Ferguson"
Sally,Great Britain,352,287,,,,,"Simpson, John"
Surry,Great Britain,255,245,,,0.04,56,"King, Thomas"
Essex,Great Britain,352,287,,,,,"Bailey, Adam<br/> Manners<br/> Stap, Randal"
Ferret,Great Britain,171,151,,,,,"Muir, John"
Tyrell (a) Tryal,Great Britain,352,288,,,,,"Murragh, Duncan (a) Murray"
Peggy,Great Britain,171,151,,,,,"Bradstreet, Lionel"
Success Packet,Great Britain,110,86,,,,,"Kettle, John"
Prince Tom,Great Britain,230,197,,,,,"Jones, Benjamin"
Friends Goodwill,Great Britain,83,65,,,,,"Sewell, James"
Unanimity,Great Britain,171,151,,,,,"Chalmers, William"
Northumberland,Great Britain,352,287,,,,,"Thoburn, William"
Mally,Great Britain,230,197,,,,,"Smith, George"
Great Duke Leopard,Great Britain,352,288,,,,,"Hammond, Larkin"
Vulture,Great Britain,352,288,,,,,Roughsedge<br/> Boyd
Peggy,Great Britain,467,400,,,,,"Mills, Hercules"
Venus,Great Britain,352,287,,,,,"Smith, Jeremiah"
Neptune,Great Britain,270,220,,,,,"Smith, John"
Friendship,Great Britain,352,288,,,,,"Cummings, James"
Woortmans,Great Britain,234,203,,,,,"Martin, Robert"
New Britannia,Great Britain,236,,,,,,"Deane, Stephen"
George,Great Britain,180,160,,,,,"Cornwall, Thomas<br/> Graham, William"
Rebecca,Great Britain,352,287,,,,,"Blackburn, Issac"
Amelia,Great Britain,352,287,,,,,"Lothian, Patrick<br/> McNeil, John"
Expedition,Great Britain,171,151,,,,,"Dove, Michael"
Nancy,Great Britain,352,287,,,,,"Douglass, Thomas"
Adventure,Great Britain,352,287,,,,,"Finlay, Thomas<br/> Grafton"
Elizabeth,Great Britain,453,370,,,,,"McNeil, Malcolm"
Sally,Great Britain,352,287,,,,,"Burton, Isaac"
Briton,Great Britain,169,150,,,,,"Cliff, William"
Francis,Great Britain,116,115,,,0.01,,"Williamson, Edward"
King George,Great Britain,58,46,,,,,"Lanning, William"
Maria,Great Britain,171,151,,,,,"Amos, William"
Prince Tom,Great Britain,175,150,,,,,"Mason, Benjamin"
Lord Dartmouth,Great Britain,102,92,,,,,"Price, Thomas<br/> Gerrish, Samuel"
John,Great Britain,300,245,,,,,"Bold, Arthur"
Unanimity,Great Britain,230,197,,,,,"Chalmers, William"
Thames,Great Britain,171,151,,,,,"Clarke, Peleg"
Brewton,Great Britain,352,287,,,,,"Goodwin, Richard<br/> Dean<br/> White"
Three Good Friends,Great Britain,150,117,,,,,"Calvert, Anthony<br/> Howard<br/> King"
Morning Star,Great Britain,83,65,,,,,"Cleiland, George"
Betsey,Great Britain,83,65,,,,,"Haycroft, Samuel"
Fame,Great Britain,352,287,,,,,"Darling, Thomas"
Little Archy,Great Britain,102,92,,,,,"Anderson, Archibald"
Minerva,Great Britain,171,151,,,,,"Milligan, John<br/> Stap, Randal"
Rebecca,Great Britain,352,287,,,,,"Blackburn, Issac"
Francis,Great Britain,316,280,,,,,"Williamson, Edward"
Neptune,Great Britain,85,75,,,,,"Dudfield, Jonathan<br/> Hall"
Amelia,Great Britain,184,157,,,,,"McNeil, John"
Venus,Great Britain,230,197,,,,,"Goodwin, Thomas"
Florida,Great Britain,158,140,,,,20,"Bishop, Francis"
Heart of Oak,Great Britain,171,151,,,,,"Patterson, Robert"
Ulysses,Great Britain,171,151,,,,,"Littleton, William"
Betsey,Great Britain,91,82,,,,,"Robertson, Kenneth"
Roseau,Great Britain,189,147,,,,,"Clark, Walter<br/> Haycroft, John"
Mally (a) Molly,Great Britain,228,200,,,,,"Smith, George"
Beggar's Bennison,Great Britain,83,65,,,,,"Johnson, Stephen<br/> Hamilton, John"
John,Great Britain,359,328,,,,,"Coleman, John"
Sally,Great Britain,83,65,,,,,"Dove, M"
Polly,Great Britain,244,216,,,,,"Forwood, Thomas"
Favourite,Great Britain,171,151,,,,,"Dove, Michael"
Hope,Great Britain,171,151,,,,,"Lang, William<br/> Cleiland, G"
Friendly Adventure,Great Britain,352,287,,,,,"McNeil, Stephen<br/> Smith, Andrew"
Three Brothers,Great Britain,171,151,,,,,"Kinghorn, John"
Prince Tom,Great Britain,187,160,,,,,"Mason, Benjamin"
Three Good Friends,Great Britain,,,,,,,"Wilson, Thomas"
Fanny,Great Britain,83,65,,,,,"Allen, Samuel"
Mary Ann,Great Britain,352,287,,,,,"Fairweather, William<br/> Cairns, A"
Adventure,Great Britain,352,287,,,,,"Haggey, John"
Francis,Great Britain,171,151,,,,,"Williamson, Edward"
Unanimity,Great Britain,214,197,,,,,"Chalmers, William"
Kingston,Great Britain,119,93,,,,,"Bean, James"
True Love,Great Britain,352,287,,,,,"Reid, John<br/> White"
Swallow,Great Britain,119,93,,,,,"Beard, H<br/> Mallard, Henry<br/> Mosset"
Amelia,Great Britain,230,197,,,,,"McNeil, John"
Sophia,Great Britain,26,24,,,,,"Lunn, Joshua"
Juno,Great Britain,,,,,,,"Wilson, Thomas"
New Britannia,Great Britain,175,150,,,,,"Deane, Stephen"
Betty and Jenny,Great Britain,214,197,,,,,"Thompson, Alexander"
Little Archy,Great Britain,102,92,,,,,"Bailey, John"
Hawke,Great Britain,359,328,,,,,"Cleiland, George<br/> Mill"
Brothers,Great Britain,5,5,,,,,"Craymer, Matthew"
Polly,Great Britain,,,,,,,"Forwood, Thomas"
Nancy,Great Britain,113,105,,,,,"Morson, Abraham"
Mercury,Great Britain,214,198,,,,,"Griffiths, Eagles'd"
Francis,Great Britain,210,195,,,,,"Williamson, Edward"
Hope,Great Britain,214,198,,,,,"Hare, Samuel<br/> Earl"
Neptune,Great Britain,214,198,,,,,"Hall, Abraham"
Beggar's Bennison,Great Britain,119,93,,,,,"Hamilton, John"
Philip,Great Britain,214,197,,,,,"Hicks, Edward"
Black Prince,Great Britain,215,200,,,,,"Wallace, Thomas<br/> Cook"
Polly,Great Britain,102,92,,,,,"Reynolds, Thomas"
George,Great Britain,171,151,,,,,"Downes, Henry"
Elizabeth,Great Britain,103,91,,,,,"Morrison, John"
Fly,Great Britain,230,197,,,,,"Taylor, John"
Meredith,Great Britain,352,287,,,,,"Price, Ebenezer<br/> Blundell, Thos"
Francis,Great Britain,120,106,,,,,"Moore, John<br/> Cornwall<br/> Mason, Francis"
Jamaica,Great Britain,185,151,,,,,"Hamilton, Alex<br/> Taylor, Alexander"
Mary (a) Mary and Samuel,Great Britain,113,100,,,,,"Haycroft, Samuel<br/> Dove, M"
Lottery,Great Britain,230,197,,,,,"Hayman, William"
Whydaw,Great Britain,578,500,,,,,"Prince, Lawrence"
John Gally,Great Britain,272,265,,,0.03,28,"Griftin, Ambrose (a) Griffin, Ambrose"
Rudge,Great Britain,526,450,,,,,"Penkethman, J (a) Pickman"
Mermaid,Great Britain,359,328,,,,,"Mason, Benjamin<br/> Hicks, E"
Tartar,Great Britain,513,254,,,0.5,,"Cowley, Stretch<br/> Cowley, Richard<br/> Thoburn, William"
Two Brothers,Great Britain,359,328,,,,,"Fisher, Ralph"
Charlotte,Great Britain,139,118,,,,56,"Tosh, James"
King William,Great Britain,322,274,,,,,"Smith, Nathan"
Beckford,Great Britain,367,313,,,,,"Wilks, Anthony"
Watkinson,Great Britain,266,230,,,,,"Bilton, Joseph"
Alicante,Great Britain,367,313,,,,,"Allen, Lockyer"
Elizabeth,Great Britain,215,186,,,,,"Cleveland, John"
 ,Great Britain,214,190,,,,,Collet
Adventure,Great Britain,273,236,,,,,"Hudson, Kendall"
Margaret,Great Britain,273,236,,,,,"Thurman, Samuel"
Greyhound,Great Britain,273,236,,,,,Evans
Dolphin,Great Britain,148,131,,,,,"Cope, Joseph"
Black Joke,Great Britain,180,154,,,,,"Barton, John"
Princess Carolina,Great Britain,116,99,,,,,"Johnson, William<br/> Furnican, John"
Prince George,Great Britain,352,288,,,,,"Bostock, Peter"
Kingston,Great Britain,212,188,,,,,"Bewes, Joseph"
Wittington,Great Britain,240,197,,,,,"Griffiths, John"
Ferret,Great Britain,105,100,,,0.05,61,"King, Thomas"
